,id,State,Jurisdiction,AbbreviatedDistrict,ZoneAcres,FedStateAcres,MunicipalAcres,Jurisdiction_from_zoning,County,State_from_zoning,AbbreviatedDistrict_from_zoning,Full District,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet),1-Family Rear Setback (# of feet),1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet),2-Family Rear Setback (# of feet),2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet),3-Family Rear Setback (# of feet),3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet),4+-Family Rear Setback (# of feet),4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes,AduMaxSizeLimit,1MUS,2MUS,3MUS,4MUS,MUS,1MLS,2MLS,3MLS,4MLS,1E,2E,3E,4E,AEld,PK,Full District Name
109,NORTH CAROLINA--CARY--PDD-MAJOR-TWYLA-ROAD-NORTH,North Carolina,Cary,PDD-Major-Twyla-Road-North,36.44279999071785,0.0,36.44279999071785,Cary,Wake,North Carolina,PDD-Major-Twyla-Road-North,Major Planned Development - Twyla Road North,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/nvx9ytb2uyxllvd112o1943i44f3oici",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/nvx9ytb2uyxllvd112o1943i44f3oici,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
110,NORTH CAROLINA--CARY--PDD-MAJOR-TWYLA-VILLAGE,North Carolina,Cary,PDD-Major-Twyla-Village,13.986022965036192,0.0,13.986022965036192,Cary,Wake,North Carolina,PDD-Major-Twyla-Village,Major Planned Development - Twyla Village,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/wj0rwa9jjqb0st79il0jmgffjh75p962",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/wj0rwa9jjqb0st79il0jmgffjh75p962,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
111,NORTH CAROLINA--CARY--PDD-MAJOR-VILLAGE-AT-THE-PARK,North Carolina,Cary,PDD-Major-Village-at-the-Park,7.409293083049681e-05,0.0,7.409293083049681e-05,Cary,Wake,North Carolina,PDD-Major-Village-at-the-Park,Major Planned Development - Village At The Park,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/a8amkh557rr350ho2k9goxpamsat0iro",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/a8amkh557rr350ho2k9goxpamsat0iro,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
112,NORTH CAROLINA--CARY--PDD-MAJOR-VILLAGE-AT-THE-PARK/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Village-at-the-Park/Mixed Use Overlay,89.41504011693868,0.0,89.41504011693868,,,,,Major Planned Development - Village At The Park/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
113,NORTH CAROLINA--CARY--PDD-MAJOR-WEATHERSTONE,North Carolina,Cary,PDD-Major-Weatherstone,268.23259816681207,0.0,268.23259816681207,Cary,Wake,North Carolina,PDD-Major-Weatherstone,Major Planned Development - Weatherstone,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/cxntmcqe7venf364fjrk8jlbsf7fnzqq",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/cxntmcqe7venf364fjrk8jlbsf7fnzqq,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
114,NORTH CAROLINA--CARY--PDD-MAJOR-WEATHERSTONE/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Weatherstone/Mixed Use Overlay,34.583485824277915,0.0,34.583485824277915,,,,,Major Planned Development - Weatherstone/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
115,NORTH CAROLINA--CARY--PDD-MAJOR-WELDON-RIDGE,North Carolina,Cary,PDD-Major-Weldon-Ridge,482.4502420004638,0.0,482.4502420004638,Cary,Wake,North Carolina,PDD-Major-Weldon-Ridge,Major Planned Development - Weldon Ridge,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/pe4kh4adth7h42y48bxw445ayqefj5xf",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/pe4kh4adth7h42y48bxw445ayqefj5xf,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
116,NORTH CAROLINA--CARY--PDD-MAJOR-WELDON-RIDGE/LCR,North Carolina,Cary,PDD-Major-Weldon-Ridge/LCR,17.68587584214395,0.0,17.68587584214395,,,,,Major Planned Development - Weldon Ridge/Conservation Residential - Low Density,,,,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,"0.14 - 0.23 depending on % open space, see Table 4.4-2.",Contextual,5 min/15 total,Contextual,,,,,,,,No,No,"0.14 - 0.23 depending on % open space, see Table 4.4-2.",,Contextual,5 min/15 total,Contextual,,,,,,,,,No,No,"0.14 - 0.23 depending on % open space, see Table 4.4-2.",,Contextual,5 min/15 total,Contextual,,,,,,,,,,,,No,No,"0.14 - 0.23 depending on % open space, see Table 4.4-2.",,Contextual,5 min/15 total,Contextual,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,No,No,,2,Yes,33.0,800,,Not Mentioned,N,25.0,,,"Setbacks vary by lot size and other conditions, see Sec 4.4.3.H",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/pe4kh4adth7h42y48bxw445ayqefj5xf,True,False,False,False,False,False,B,B,B,B,No,No,No,No,No,,
117,NORTH CAROLINA--CARY--PDD-MAJOR-WELDON-RIDGE/VLCR,North Carolina,Cary,PDD-Major-Weldon-Ridge/VLCR,6.959289134421216,0.0,6.959289134421216,,,,,Major Planned Development - Weldon Ridge/Conservation Residential - Very Low Density,,,,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,"0.14 - 0.34 depending on % open space, see Table 4.4-2.",Contextual,Contextual,Contextual,,,,,,,,No,No,"0.14 - 0.34 depending on % open space, see Table 4.4-2.",,Contextual,Contextual,Contextual,,,,,,,,,No,No,"0.14 - 0.34 depending on % open space, see Table 4.4-2.",,Contextual,Contextual,Contextual,,,,,,,,,,,,No,No,"0.14 - 0.34 depending on % open space, see Table 4.4-2.",,Contextual,Contextual,Contextual,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Not Mentioned,N,25.0,,,"Setbacks vary by lot size and other conditions, see Sec 4.4.3.H",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/pe4kh4adth7h42y48bxw445ayqefj5xf,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,,
118,NORTH CAROLINA--CARY--PDD-MAJOR-WELLINGTON-PARK,North Carolina,Cary,PDD-Major-Wellington-Park,146.32601660781944,0.0,146.32601660781944,Cary,Wake,North Carolina,PDD-Major-Wellington-Park,Major Planned Development - Wellington  Park,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/8siak8pxjpw4mxr29e2arwrhp80lkduv",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/8siak8pxjpw4mxr29e2arwrhp80lkduv,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
119,NORTH CAROLINA--CARY--PDD-MAJOR-WELLINGTON-PARK/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Wellington-Park/Mixed Use Overlay,33.863787505903915,0.0,33.863787505903915,,,,,Major Planned Development - Wellington  Park/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
120,NORTH CAROLINA--CARY--PDD-MAJOR-WEST-PARK,North Carolina,Cary,PDD-Major-West-Park,121.33288939919075,0.0,121.33288939919075,Cary,Wake,North Carolina,PDD-Major-West-Park,Major Planned Development - West Park,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/yz0hhbejveep0iojjxdse1hdrkwnjdxk",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/yz0hhbejveep0iojjxdse1hdrkwnjdxk,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
121,NORTH CAROLINA--CARY--PDD-MAJOR-WEST-PARK/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-West-Park/Mixed Use Overlay,15.321084904955052,0.0,15.321084904955052,,,,,Major Planned Development - West Park/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
122,NORTH CAROLINA--CARY--PDD-MAJOR-WESTLAKE,North Carolina,Cary,PDD-Major-Westlake,84.15169271584216,0.0,84.15169271584216,Cary,Wake,North Carolina,PDD-Major-Westlake,Major Planned Development - Westlake,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/p7gllaloczj2z1ogewcnh99515irpzvs",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/p7gllaloczj2z1ogewcnh99515irpzvs,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
123,NORTH CAROLINA--CARY--PDD-MAJOR-WESTON,North Carolina,Cary,PDD-Major-Weston,1131.102635889186,0.0,1131.102635889186,Cary,Wake,North Carolina,PDD-Major-Weston,Major Planned Development - Weston,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/p6h6d9rltxktdbt9kv2j0l8e7x1mfpg9",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/p6h6d9rltxktdbt9kv2j0l8e7x1mfpg9,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
124,NORTH CAROLINA--CARY--PDD-MAJOR-WESTON/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Weston/Mixed Use Overlay,182.13670536308587,0.0,182.13670536308587,,,,,Major Planned Development - Weston/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
125,NORTH CAROLINA--CARY--PDD-MAJOR-WEYCROFT,North Carolina,Cary,PDD-Major-Weycroft,113.46169275039392,0.0,113.46169275039392,Cary,Wake,North Carolina,PDD-Major-Weycroft,Major Planned Development - Weycroft,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/x86j2sg3ppzrx1g08yuu2rqew8jbg2po",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/x86j2sg3ppzrx1g08yuu2rqew8jbg2po,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
126,NORTH CAROLINA--CARY--PDD-MAJOR-WEYCROFT/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Weycroft/Mixed Use Overlay,27.64001314322111,0.0,27.64001314322111,,,,,Major Planned Development - Weycroft/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
127,NORTH CAROLINA--CARY--PDD-MAJOR-WIMBLEDON,North Carolina,Cary,PDD-Major-Wimbledon,126.94942712812521,0.0,126.94942712812521,Cary,Wake,North Carolina,PDD-Major-Wimbledon,Major Planned Development - Wimbledon,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,25.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/l7h8a3k5y3rxpftnbdqwt30jp8xvshiv",Developments are 25+ acres and built according to approved site plan. See https://carync.box.com/s/l7h8a3k5y3rxpftnbdqwt30jp8xvshiv,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
128,NORTH CAROLINA--CARY--PDD-MAJOR-WIMBLEDON/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major-Wimbledon/Mixed Use Overlay,33.1828185857267,0.0,33.1828185857267,,,,,Major Planned Development - Wimbledon/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
129,NORTH CAROLINA--CARY--PDD-MAJOR/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Major/Mixed Use Overlay,0.006852330812772771,0.0,0.006852330812772771,,,,,Major Planned Development/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,25.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
130,NORTH CAROLINA--CARY--PDD-MINOR-CAMBRIDGE-FOREST,North Carolina,Cary,PDD-Minor-Cambridge-Forest,15.437069794552748,0.0,15.437069794552748,Cary,Wake,North Carolina,PDD-Minor-Cambridge-Forest,Minor Planned Development - Cambridge Forest,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,10.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/6xodasyd70bhlkyly0ixui8d783vhdj4",Developments are less than 25 acres and built according to approved site plan. See https://carync.box.com/s/6xodasyd70bhlkyly0ixui8d783vhdj4,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
131,NORTH CAROLINA--CARY--PDD-MINOR-CARPENTER-FIRE-STATION,North Carolina,Cary,PDD-Minor-Carpenter-Fire-Station,14.54309186100149,0.0,14.54309186100149,Cary,Wake,North Carolina,PDD-Minor-Carpenter-Fire-Station,Minor Planned Development - Carpenter Fire Station,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,10.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/nl4mgnwap1hzvyhxf0tx942i97ix2osy",Developments are less than 25 acres and built according to approved site plan. See https://carync.box.com/s/nl4mgnwap1hzvyhxf0tx942i97ix2osy,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
132,NORTH CAROLINA--CARY--PDD-MINOR-CARPENTER-HATCHER,North Carolina,Cary,PDD-Minor-Carpenter-Hatcher,20.153358046023925,0.0,20.153358046023925,Cary,Wake,North Carolina,PDD-Minor-Carpenter-Hatcher,Minor Planned Development - Carpenter/Hatcher,Yes,,No,Mixed with Residential,No,No,Public Hearing,Public Hearing,Public Hearing,Public Hearing,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Public Hearing,No,No,No,No,,,,,,,Public Hearing,N,10.0,,,"Developments are 25+ acres and built according to approved site plan, see Sec 4.5.3 and the approved plan at https://carync.box.com/s/gs2j9m0n3jvp0ibhjynu3etehmknfibp",Developments are less than 25 acres and built according to approved site plan. See https://carync.box.com/s/gs2j9m0n3jvp0ibhjynu3etehmknfibp,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
133,NORTH CAROLINA--CARY--PDD-MINOR-CARPENTER-HATCHER/MIXEDUSEOVERLAY,North Carolina,Cary,PDD-Minor-Carpenter-Hatcher/Mixed Use Overlay,0.0016144877657938202,0.0,0.0016144877657938202,,,,,Minor Planned Development - Carpenter/Hatcher/Mixed Use Overlay,,,,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,Yes,No,No,,,Yes,,,,Allowed/Conditional,N,10.0,,,"Dimensions and uses may vary according to approved site plan, see Sec 4.4.2; PRD is Patio Dwelling; Dimensional standards may vary depending on Community, Regional, or Neighborhood level. Check again",Dimensions and uses may vary according to approved site plan,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,,
